Year,ProductionMonth,UID,CondINJ,Flare,Fuel,FuelINJ,GasConfidential,Method,Oil,Operation,Operator,Region,SOR,Scheme,SolutionGas,SteamINJ,Vent,k_14
2018,2018-06,5,NA,255.5,118832,19967.6,14954.4,SAGD,792894,CVECL,Cenovus,Athabasca,2.616536492,Foster Creek,19905.9,2074635.3,18.3,8
2017,2017-08,1,20739.2,711.2,199863,NA,35364.7,CSS,792969,IMOCL,Imperial Oil Resources,Cold Lake,3.986510689,Cold Lake,42449,3161177.8,0.9,1
2016,2016-11,5,NA,125.6,107383,4329,19876.8,SAGD,793305,CVECL,Cenovus,Athabasca,2.328066254,Foster Creek,14976.9,1846866.6,15.8,8
2018,2018-01,1,15165.8,366,197852,NA,40900.8,CSS,795135,IMOCL,Imperial Oil Resources,Cold Lake,3.883470687,Cold Lake,39210.1,3087882.3,NA,1
2016,2016-08,4,NA,10.1,96012,1596,NA,SAGD,795461,CVECL,Cenovus,Athabasca,1.903999053,Christina Lake,8479.8,1514556.8,NA,4
2016,2016-06,1,NA,77.2,183114,NA,34264.9,CSS,797940,IMOCL,Imperial Oil Resources,Cold Lake,3.872981364,Cold Lake,39592,3090405.2,24.7,1
2017,2017-01,1,NA,141.3,191220,NA,41756,CSS,798011,IMOCL,Imperial Oil Resources,Cold Lake,3.883627448,Cold Lake,35280.9,3099178.2,10.2,1
2019,2019-10,5,NA,5427.3,119047,25365.9,24021.5,SAGD,798024,CVECL,Cenovus,Athabasca,2.701083514,Foster Creek,28745,2155529.2,21.3,9
2018,2018-04,5,NA,104.2,118525,19853.1,23064.3,SAGD,798303,CVECL,Cenovus,Athabasca,2.640367219,Foster Creek,18000,2107813.6,NA,8
2018,2018-09,5,NA,28.3,122457,23763.1,23125,SAGD,798587,CVECL,Cenovus,Athabasca,2.745921106,Foster Creek,18763,2192855.8,24.6,8
2019,2019-12,5,NA,435.1,129399,29915.7,25298.3,SAGD,799449,CVECL,Cenovus,Athabasca,2.932509257,Foster Creek,37691.9,2344391.3,10.7,1
2016,2016-01,1,604,123.7,244516,NA,NA,CSS,800801,IMOCL,Imperial Oil Resources,Cold Lake,4.096762616,Cold Lake,36690.6,3280691.6,39.3,1
2017,2017-07,1,21774.5,143.5,208892,NA,35997,CSS,809244,IMOCL,Imperial Oil Resources,Cold Lake,4.043046221,Cold Lake,43092.7,3271811.3,18.3,1
2017,2017-11,1,22557.7,57.3,208571,NA,41538.9,CSS,811059,IMOCL,Imperial Oil Resources,Cold Lake,3.955011304,Cold Lake,42000.5,3207748.7,NA,1
2015,2015-08,1,484.5,251.8,225378,NA,NA,CSS,812360,IMOCL,Imperial Oil Resources,Cold Lake,4.015034225,Cold Lake,36940,3261652.4,24.8,1
2016,2016-03,1,566.5,214.8,229374,NA,NA,CSS,812380,IMOCL,Imperial Oil Resources,Cold Lake,3.847073735,Cold Lake,38633.4,3125287.3,NA,1
2016,2016-05,1,15.5,68.2,192260,NA,36303,CSS,812712,IMOCL,Imperial Oil Resources,Cold Lake,4.010433706,Cold Lake,39864.4,3259328.4,16.5,1
2017,2017-01,5,NA,76.8,114233,4523.5,25490.6,SAGD,813615,CVECL,Cenovus,Athabasca,2.466676942,Foster Creek,15274,2006926.1,65,8
2016,2016-07,4,NA,12,93753,3066.6,NA,SAGD,814713,CVECL,Cenovus,Athabasca,1.834291891,Christina Lake,8167,1494422,NA,4
2017,2017-10,1,12660.9,585.2,205727,NA,37193.5,CSS,815068,IMOCL,Imperial Oil Resources,Cold Lake,3.965627395,Cold Lake,41189.9,3232254.8,12,1
2019,2019-04,5,NA,80.9,124258,26150.1,22763.7,SAGD,817193,CVECL,Cenovus,Athabasca,2.762539816,Foster Creek,22495.2,2257528.2,24.1,8
2016,2016-12,5,NA,200.5,113750,2931.5,24247.7,SAGD,818894,CVECL,Cenovus,Athabasca,2.389068915,Foster Creek,15343.7,1956394.2,39.3,8
2019,2019-09,5,NA,63.7,118900,29710.9,22919.8,SAGD,819774,CVECL,Cenovus,Athabasca,2.653060674,Foster Creek,31366.7,2174909.1,52.2,9
2018,2018-07,5,NA,209.6,121170,20928.7,22759.7,SAGD,823769,CVECL,Cenovus,Athabasca,2.664444038,Foster Creek,20733.7,2194887.2,5.8,8
2017,2017-07,5,NA,67,112561,9066.5,22356.3,SAGD,826255,CVECL,Cenovus,Athabasca,2.449000666,Foster Creek,13039.4,2023498.8,29.8,8
2019,2019-05,2,NA,67,117458,466.5,81922.2,SAGD,829579,SUFB,Suncor,Athabasca,2.857115081,Firebag,2809.1,2370202.1,26.4,6
2017,2017-12,1,16768.1,340.4,208095,NA,41811.9,CSS,836541,IMOCL,Imperial Oil Resources,Cold Lake,3.832829014,Cold Lake,39934.8,3206316.7,1.6,1
2019,2019-02,4,NA,359.5,105364,29421.7,15921.5,SAGD,837872,CVECL,Cenovus,Athabasca,2.021968508,Christina Lake,30114.9,1694151,NA,9
2018,2018-01,5,NA,77,126421,12924.3,24651.5,SAGD,841730,CVECL,Cenovus,Athabasca,2.661430424,Foster Creek,19653.3,2240204.5,NA,8
2015,2015-02,2,NA,1.7,113876,675.8,82547.5,SAGD,852174,SUFB,Suncor,Athabasca,2.618497838,Firebag,836.9,2231416.3,17.6,6
2016,2016-11,4,NA,599.1,110051,3819.6,NA,SAGD,852367,CVECL,Cenovus,Athabasca,1.789202866,Christina Lake,8994.5,1525057.3,NA,4
2019,2019-05,5,NA,54.2,121529,28586.8,22366.7,SAGD,854520,CVECL,Cenovus,Athabasca,2.599135257,Foster Creek,24280.7,2221012.8,0.2,9
2015,2015-07,1,348,334.7,238461,NA,NA,CSS,857446,IMOCL,Imperial Oil Resources,Cold Lake,3.949827978,Cold Lake,38960.5,3386764.2,29.5,1
2015,2015-06,2,NA,37.5,114658,718.5,68294.4,SAGD,859078,SUFB,Suncor,Athabasca,2.594269343,Firebag,982,2228679.2,NA,6
2019,2019-01,2,NA,17.4,121753,5262.7,84844,SAGD,863651,SUFB,Suncor,Athabasca,2.83342826,Firebag,2637.1,2447094,363,6
2019,2019-02,2,NA,0.3,120749,5630.2,83608.5,SAGD,868177,SUFB,Suncor,Athabasca,2.779607027,Firebag,2577.3,2413189.5,NA,6
2019,2019-04,4,NA,844.1,109207,28717.9,18480.8,SAGD,874952,CVECL,Cenovus,Athabasca,2.142052298,Christina Lake,23679.9,1874192.3,NA,9
2018,2018-05,5,NA,34.2,127326,20240.3,22489.6,SAGD,880522,CVECL,Cenovus,Athabasca,2.624764912,Foster Creek,18219.9,2311162.2,0.5,8
2017,2017-02,4,NA,202.9,112244,7514.4,NA,SAGD,881090,CVECL,Cenovus,Athabasca,1.784084072,Christina Lake,11616.4,1571938.1,17,8
2018,2018-02,4,NA,50.5,99949,21195.3,18523.3,SAGD,887850,CVECL,Cenovus,Athabasca,1.864459342,Christina Lake,16572.3,1655360.6,226.7,8
2015,2015-04,2,NA,0.2,119015,750.9,81513.5,SAGD,888807,SUFB,Suncor,Athabasca,2.641225211,Firebag,932,2347538.4,29.4,6
2018,2018-10,4,NA,153.7,100113,25148.7,21760.2,SAGD,898502,CVECL,Cenovus,Athabasca,1.872139893,Christina Lake,24508.7,1682122,NA,9
2016,2016-02,2,NA,103.3,119005,1095.5,84481,SAGD,902566,SUFB,Suncor,Athabasca,2.583835559,Firebag,1697.8,2332082.9,0.1,6
2019,2019-11,2,NA,8.1,106768,16783.3,86848.7,SAGD,902666,SUFB,Suncor,Athabasca,2.547078453,Firebag,2791.6,2299160.1,7.6,6
2018,2018-12,4,NA,1.7,107891,33909.8,21828.5,SAGD,903511,CVECL,Cenovus,Athabasca,1.971170243,Christina Lake,31245.3,1780973.8,371.2,9
2019,2019-01,4,NA,29.7,112764,34059.5,12339.9,SAGD,903621,CVECL,Cenovus,Athabasca,1.951749472,Christina Lake,31600.9,1763642.2,NA,9
2018,2018-12,2,NA,0.6,125073,5598.2,89848.4,SAGD,904658,SUFB,Suncor,Athabasca,2.792654549,Firebag,2732.6,2526397,0.7,6
2017,2017-02,2,NA,0.5,127337,452.3,77128.4,SAGD,905018,SUFB,Suncor,Athabasca,2.793986879,Firebag,2059.4,2528607.3,NA,6
2019,2019-08,2,NA,24.1,121021,5359.6,82543.3,SAGD,907846,SUFB,Suncor,Athabasca,2.686208709,Firebag,2598.6,2438664.1,NA,6
2016,2016-12,4,NA,1754.2,122265,4684,NA,SAGD,910059,CVECL,Cenovus,Athabasca,1.909808485,Christina Lake,10073.2,1738038.4,NA,4
2019,2019-09,4,NA,12.6,105390,21566.6,17629.9,SAGD,915689,CVECL,Cenovus,Athabasca,1.99369109,Christina Lake,25674.4,1825601.2,58.9,9
2015,2015-07,2,NA,24.8,130402,718.2,64867.7,SAGD,916633,SUFB,Suncor,Athabasca,2.648065333,Firebag,1196.5,2427304.6,NA,6
2016,2016-07,2,NA,20.7,126829,1219.7,74568.6,SAGD,918426,SUFB,Suncor,Athabasca,2.64134832,Firebag,1943.5,2425883.5,0.1,6
2015,2015-01,2,NA,6.7,124674,704.6,91470.3,SAGD,919293,SUFB,Suncor,Athabasca,2.652095497,Firebag,909.3,2438051.5,140.3,6
2015,2015-03,2,NA,0.5,122072,748.8,87634.3,SAGD,921482,SUFB,Suncor,Athabasca,2.599071778,Firebag,936.3,2394997.6,NA,6
2018,2018-02,2,NA,0.3,124292,12529.8,80892,SAGD,926721,SUFB,Suncor,Athabasca,2.669654513,Firebag,2312.5,2474024.9,54.7,6
2015,2015-09,2,NA,4.1,131776,1110.1,65332.2,SAGD,928839,SUFB,Suncor,Athabasca,2.611292652,Firebag,1200.9,2425471.5,0.3,6
2019,2019-06,2,NA,0.6,131431,1592.6,77944.4,SAGD,938973,SUFB,Suncor,Athabasca,2.750102372,Firebag,3009.7,2582271.6,NA,6
2018,2018-04,2,NA,0.5,124909,10326.7,83163.7,SAGD,939048,SUFB,Suncor,Athabasca,2.715349573,Firebag,2450,2549842.5,NA,6
2019,2019-03,4,NA,149.8,119569,31787.4,14493.1,SAGD,942844,CVECL,Cenovus,Athabasca,2.102098778,Christina Lake,28166,1981950.8,80.9,9
2017,2017-07,2,NA,8.9,124218,941.2,74117.3,SAGD,945962,SUFB,Suncor,Athabasca,2.740198048,Firebag,1716.8,2592123.5,NA,6
2017,2017-01,4,NA,337.5,126126,6137.7,NA,SAGD,953237,CVECL,Cenovus,Athabasca,1.864136998,Christina Lake,10587.6,1776963.8,NA,8
2015,2015-08,2,NA,1.2,134827,975.5,68004.5,SAGD,957597,SUFB,Suncor,Athabasca,2.633351476,Firebag,1196.1,2521690,8.2,6
2019,2019-10,2,NA,3.5,122559,5407.6,86653.8,SAGD,958259,SUFB,Suncor,Athabasca,2.583468326,Firebag,2857.9,2475631,NA,6
2019,2019-09,2,NA,1.7,131049,6380.7,81009.1,SAGD,958867,SUFB,Suncor,Athabasca,2.702716737,Firebag,2805.3,2591546.7,19.9,6
2016,2016-04,2,NA,0.9,126428,1149,80818.9,SAGD,959276,SUFB,Suncor,Athabasca,2.562914668,Firebag,1740.5,2458543.3,1.6,6
2015,2015-10,2,NA,86.5,136263,1220.3,74340.6,SAGD,963591,SUFB,Suncor,Athabasca,2.657901259,Firebag,1373.9,2561129.2,6.4,6
2019,2019-06,4,NA,52.1,116155,33563.3,18292.9,SAGD,967761,CVECL,Cenovus,Athabasca,2.08329796,Christina Lake,25581.3,2016134.1,1,9
2015,2015-11,2,NA,17.4,133246,971.5,85440.2,SAGD,969468,SUFB,Suncor,Athabasca,2.696314586,Firebag,1391.7,2613989.9,NA,6
2018,2018-11,2,NA,22.7,128779,4373.9,85825.9,SAGD,972473,SUFB,Suncor,Athabasca,2.607023438,Firebag,2770.7,2535258.6,4.4,6
2017,2017-11,2,NA,36.5,127793,14415.3,81584.8,SAGD,973306,SUFB,Suncor,Athabasca,2.664035633,Firebag,2084,2592920.8,0.4,6
2019,2019-11,4,NA,853.2,118489,36878.3,18788.6,SAGD,973480,CVECL,Cenovus,Athabasca,2.011747549,Christina Lake,31381,1958395.4,NA,9
2015,2015-12,2,NA,10.3,130042,1132,91355.1,SAGD,975462,SUFB,Suncor,Athabasca,2.593013358,Firebag,1860.2,2529384.7,NA,6
2016,2016-08,2,NA,27.6,126807,1214.3,82883.2,SAGD,976581,SUFB,Suncor,Athabasca,2.568552664,Firebag,2025.2,2508400.5,NA,6
2016,2016-09,2,NA,1,130008,1188.1,77314.1,SAGD,977074,SUFB,Suncor,Athabasca,2.583027215,Firebag,2009.4,2523807.7,3.1,6
2019,2019-07,2,NA,15.3,136012,2959.3,80605.9,SAGD,977606,SUFB,Suncor,Athabasca,2.763415815,Firebag,3416.1,2701530.5,298.9,6
2018,2018-03,4,NA,144.8,107694,29733.4,22658.6,SAGD,977679,CVECL,Cenovus,Athabasca,1.894646515,Christina Lake,23322.5,1852356.3,20.6,9
2016,2016-11,2,NA,0.3,134983,1034.4,79087.8,SAGD,980955,SUFB,Suncor,Athabasca,2.603780827,Firebag,2124,2554191.3,1.4,6
2017,2017-06,4,NA,459.2,112244,11464.6,NA,SAGD,981506,CVECL,Cenovus,Athabasca,1.680816313,Christina Lake,14622.1,1649731.8,13.4,8
2019,2019-08,4,NA,26.5,121725,24989.7,18357.8,SAGD,984026,CVECL,Cenovus,Athabasca,2.164173999,Christina Lake,27010.8,2129603.7,33.3,9
2017,2017-11,4,NA,24,107925,18555.4,22047.5,SAGD,986511,CVECL,Cenovus,Athabasca,1.9036972,Christina Lake,22210.8,1878018.8,331.2,9
2018,2018-06,2,NA,1.3,127479,5003.7,64789.5,SAGD,986583,SUFB,Suncor,Athabasca,2.556625095,Firebag,2645.8,2522322.6,0.9,6
2017,2017-10,4,NA,84.6,99325,12413,20105.7,SAGD,986883,CVECL,Cenovus,Athabasca,1.793471629,Christina Lake,18901.5,1769947.2,13.8,8
2019,2019-03,2,NA,4.7,137543,1922.3,83118.9,SAGD,987686,SUFB,Suncor,Athabasca,2.721566801,Firebag,2850.4,2688053.7,3.1,6
2018,2018-01,2,NA,NA,134492,9859.7,86916.4,SAGD,988365,SUFB,Suncor,Athabasca,2.711941091,Firebag,2289.9,2680386.3,25.2,6
2016,2016-01,2,NA,NA,132573,1222.3,89329.3,SAGD,988444,SUFB,Suncor,Athabasca,2.616383139,Firebag,1898.3,2586149,12.8,6
2016,2016-12,2,NA,NA,139333,647.2,83223.6,SAGD,991458,SUFB,Suncor,Athabasca,2.741002316,Firebag,2224,2717588.4,NA,6
2017,2017-05,4,NA,44.4,117160,8105.9,NA,SAGD,993270,CVECL,Cenovus,Athabasca,1.698472218,Christina Lake,14758.5,1687041.5,NA,8
2017,2017-01,2,NA,13.4,140254,469.7,81692.8,SAGD,994505,SUFB,Suncor,Athabasca,2.78336604,Firebag,2291.7,2768072,NA,6
2018,2018-05,2,NA,3.5,132281,9066.4,78914.6,SAGD,994948,SUFB,Suncor,Athabasca,2.699126879,Firebag,2639.6,2685491.7,5.9,6
2016,2016-03,2,NA,0.3,135856,1214.4,86744.1,SAGD,996124,SUFB,Suncor,Athabasca,2.626001293,Firebag,1830.1,2615823.7,1.4,6
2019,2019-07,4,NA,881,115180,31451.1,16902.2,SAGD,998642,CVECL,Cenovus,Athabasca,2.001963666,Christina Lake,30074.8,1999245.6,10.2,9
2019,2019-12,2,NA,0.1,136072,5452.2,87753.4,SAGD,999664,SUFB,Suncor,Athabasca,2.582303387,Firebag,3038,2581434.7,NA,6
2017,2017-03,2,NA,0.2,140891,962.9,88252.3,SAGD,1000587,SUFB,Suncor,Athabasca,2.808333585,Firebag,2232.9,2809983.2,1.4,6
2018,2018-04,4,NA,146.6,110476,23630.2,20036.9,SAGD,1004820,CVECL,Cenovus,Athabasca,1.844521124,Christina Lake,22700.6,1853411.9,12.6,9
2018,2018-10,2,NA,4.4,128003,3497.5,87425.9,SAGD,1005086,SUFB,Suncor,Athabasca,2.584048123,Firebag,2741.8,2597189.3,13.1,6
2018,2018-09,4,NA,24,107069,26222.2,22507.2,SAGD,1005856,CVECL,Cenovus,Athabasca,1.852971429,Christina Lake,32971.1,1863822.8,NA,9
2019,2019-10,4,NA,21.4,120984,30677.7,19743.6,SAGD,1006016,CVECL,Cenovus,Athabasca,2.044053388,Christina Lake,29663.9,2056349.8,18.4,9
2017,2017-04,4,NA,11.9,122197,8377.9,NA,SAGD,1006853,CVECL,Cenovus,Athabasca,1.759179241,Christina Lake,14076.4,1771235.6,2,8
2017,2017-07,4,NA,349.6,124140,14340.4,NA,SAGD,1010452,CVECL,Cenovus,Athabasca,1.817110569,Christina Lake,11587.7,1836102.1,3.4,8
2017,2017-09,4,NA,23,102022,9878.7,22755.4,SAGD,1012370,CVECL,Cenovus,Athabasca,1.802530993,Christina Lake,18344.6,1824827.4,14.4,8
2017,2017-09,2,NA,0.4,132037,13306.5,80189.1,SAGD,1015998,SUFB,Suncor,Athabasca,2.664375816,Firebag,2018.7,2707000.5,NA,6
2017,2017-08,4,NA,10.2,121349,20009.6,NA,SAGD,1017416,CVECL,Cenovus,Athabasca,1.785658465,Christina Lake,20494,1816756.6,7.1,8
2017,2017-08,2,NA,6.5,135731,7627.7,77343.1,SAGD,1020749,SUFB,Suncor,Athabasca,2.786196698,Firebag,1822.1,2844006.1,0.6,6
2018,2018-09,2,NA,1.2,134814,2268.6,79415.3,SAGD,1021099,SUFB,Suncor,Athabasca,2.625549677,Firebag,2666.8,2680947.2,73.5,6
2016,2016-10,2,NA,10.8,138425,1031.5,87668.4,SAGD,1024571,SUFB,Suncor,Athabasca,2.639173496,Firebag,2188.5,2704020.1,8.5,6
2018,2018-01,4,NA,954.5,112414,20615.6,17828.4,SAGD,1025741,CVECL,Cenovus,Athabasca,1.782120815,Christina Lake,24327.2,1827995.1,153,9
2018,2018-03,2,NA,4.7,139152,11152.3,86480.6,SAGD,1028303,SUFB,Suncor,Athabasca,2.674772642,Firebag,2766.9,2750477,1.4,6
2018,2018-07,2,NA,1.6,134083,2522.8,72867.8,SAGD,1029508,SUFB,Suncor,Athabasca,2.625450737,Firebag,2715.1,2702922.8,153.5,6
2017,2017-12,2,NA,144,134269,14490.6,88240.5,SAGD,1033252,SUFB,Suncor,Athabasca,2.629626049,Firebag,2388.4,2717066.9,5.8,6
2018,2018-08,2,NA,0.5,138431,2613.5,71590,SAGD,1038091,SUFB,Suncor,Athabasca,2.65258148,Firebag,2852.7,2753619.9,NA,6
2017,2017-10,2,NA,NA,134764,13085.6,85628.3,SAGD,1041683,SUFB,Suncor,Athabasca,2.660998981,Firebag,2139.7,2771918.2,3.7,6
2017,2017-12,4,NA,42.2,113456,11036.3,24495.5,SAGD,1047402,CVECL,Cenovus,Athabasca,1.875962382,Christina Lake,23964.3,1964886,1.1,9
2018,2018-08,4,NA,51.5,109690,23268.7,21038.6,SAGD,1047893,CVECL,Cenovus,Athabasca,1.801597492,Christina Lake,35148.6,1887880.5,0.3,9
2017,2017-03,4,NA,19,133387,8518.8,NA,SAGD,1049458,CVECL,Cenovus,Athabasca,1.825494874,Christina Lake,14637,1915780.2,13.1,8
2018,2018-07,4,NA,68,109929,21406.5,20322.1,SAGD,1057806,CVECL,Cenovus,Athabasca,1.791419027,Christina Lake,35513.7,1894972.9,NA,9
2018,2018-06,4,NA,41.9,111940,18534.4,21581.3,SAGD,1072813,CVECL,Cenovus,Athabasca,1.808747399,Christina Lake,38571,1940447,NA,9
2018,2018-05,4,NA,28.5,114699,28496.4,23601.3,SAGD,1079974,CVECL,Cenovus,Athabasca,1.881232582,Christina Lake,34561.7,2031681.9,14,9
2019,2019-12,4,NA,271.1,135797,47159.6,21511.6,SAGD,1147987,CVECL,Cenovus,Athabasca,2.027502845,Christina Lake,48263.1,2327546.3,NA,1
